anneemut;Nom Officiel Région;Nom Officiel Département;Nom Officiel Commune / Arrondissement Municipal Majuscule;Libellé CATEAAV2020;Nom Officiel EPCI;codgeo_2020;nbmut;nbmut_vente;nbmut_ventem;nbmut_ventea;nbmut_vefa;nbmut_vefam;nbmut_vefaa;nbmut_tab;nbmut_adj;nbmut_expro;nbmut_ech;nbmut_act;nbmut_maison;nbmut_appart;nbmut_dep;nbmut_batind;nbmut_batimix;nbmut_terrain;vf_ventem;vf_vefam;vf_ventea;vf_vefaa;vfmed_ventem;vfmed_ventem_inf500;vfmed_ventem_500_1000;vfmed_ventem_sup1000;vfmed_vefam;vfmed_vefam_inf500;vfmed_vefam_500_1000;vfmed_vefam_sup1000;vfmed_ventea;vfmed_ventea_t1;vfmed_ventea_t2;vfmed_ventea_t3;vfmed_ventea_t4;vfmed_ventea_t5;vfm2_ventea;vfm2_ventea_t1;vfm2_ventea_t2;vfm2_ventea_t3;vfm2_ventea_t4;vfm2_ventea_t5;vfmed_vefaa;vfmed_vefaa_t1;vfmed_vefaa_t2;vfmed_vefaa_t3;vfmed_vefaa_t4;vfmed_vefaa_t5;vfm2_vefaa;vfm2_vefaa_t1;vfm2_vefaa_t2;vfm2_vefaa_t3;vfm2_vefaa_t4;vfm2_vefaa_t5;Code Officiel Département;Code Officiel EPCI;Code Officiel Région;Geo Point;Geo Shape;Code CATEAAV2020;Code Officiel Commune;Nom Officiel Commune;POP_2018;Nbre-menages_2018;Logement_2018;nbmut_ventevefa;VF_ventevefa
2019;Île-de-France;Paris;PARIS 6E ARRONDISSEMENT;;Métropole du Grand Paris;75106;1202;1176;0;636;;0;0;;13;;13;112;;870;156;24;38;;0.0;0;482158113;0;5230000.0;5230000.0;;;;;;;533335;300000;505200;832990;1190000;1940000;13471;13336;11986;13155;14082;14730;;;;;;;;;;;;;75;200054781;11;48.8491205237, 2.33288375755;"{""coordinates"": [[[2.336657, 48.839671], [2.336771, 48.840746], [2.337256, 48.840875], [2.340482, 48.84671], [2.342632, 48.850348], [2.344281, 48.853757], [2.344634, 48.854089], [2.34293, 48.854833], [2.342506, 48.855104], [2.341368, 48.856128], [2.340567, 48.856675], [2.337672, 48.858311], [2.332916, 48.859335], [2.332452, 48.858531], [2.33327, 48.858291], [2.330772, 48.855112], [2.329396, 48.852731], [2.328659, 48.852056], [2.328657, 48.851868], [2.326814, 48.851581], [2.326877, 48.851362], [2.324162, 48.850235], [2.319541, 48.847914], [2.316713, 48.846863], [2.316983, 48.846636], [2.319893, 48.845166], [2.324642, 48.843621], [2.336657, 48.839671]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;636.0;482158113.77
2019;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;2285;2262;0;1372;;0;0;;12;;11;175;;1751;235;60;64;;0.0;0;596632281;0;;;;;;;;;364970;200000;348400;550000;825050;997000;9455;9659;9732;9340;9313;9040;;;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1372.0;596632281.32
2019;Île-de-France;Paris;PARIS 3E ARRONDISSEMENT;;Métropole du Grand Paris;75103;1054;1045;0;623;;0;0;;;;5;153;;763;92;14;31;;0.0;0;321268803;0;;;;;;;;;423610;250000;447000;724800;1005000;1065000;10683;11204;11218;11358;10255;7670;;;;;;;;;;;;;75;200054781;11;48.8628777616, 2.35999851631;"{""coordinates"": [[[2.368491, 48.855805], [2.366748, 48.863076], [2.36489, 48.86617], [2.364307, 48.867309], [2.363872, 48.867516], [2.36329, 48.867816], [2.356496, 48.868829], [2.354253, 48.869324], [2.350955, 48.863402], [2.350164, 48.861985], [2.3535, 48.861213], [2.356742, 48.860147], [2.359345, 48.858339], [2.361768, 48.857244], [2.364941, 48.856306], [2.368279, 48.855785], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;623.0;321268803.74
2017;Île-de-France;Paris;PARIS 14E ARRONDISSEMENT;;Métropole du Grand Paris;75114;2628;2438;20;1462;176;0;22;;;;12;90;23;2015;282;165;52;;30068392.0;0;550356304;13644790;1130000.0;1130000.0;;;;;;;332000;194500;305000;466975;610394;929000;8359;9020;8473;8271;7640;8859;434000;360000;447000;838000;;889200;12824;12811;10890;13567;;15489;75;200054781;11;48.8292621904, 2.3265374238;"{""coordinates"": [[[2.314146, 48.822291], [2.332461, 48.818247], [2.331898, 48.817011], [2.333711, 48.816771], [2.341684, 48.81633], [2.343013, 48.816085], [2.343903, 48.815767], [2.344129, 48.817772], [2.344592, 48.819564], [2.34373, 48.820503], [2.342485, 48.821469], [2.341797, 48.82253], [2.341461, 48.823761], [2.341796, 48.826448], [2.341592, 48.82649], [2.3416, 48.828353], [2.341356, 48.829424], [2.34125, 48.831589], [2.341072, 48.831972], [2.342086, 48.838343], [2.339697, 48.838863], [2.336657, 48.839671], [2.324642, 48.843621], [2.321531, 48.841084], [2.321472, 48.840965], [2.321837, 48.840099], [2.321394, 48.839777], [2.319877, 48.840539], [2.314831, 48.836303], [2.311855, 48.834024], [2.307135, 48.830178], [2.306932, 48.829823], [2.301315, 48.825126], [2.314146, 48.822291]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1504.0;594069486.6
2020;Île-de-France;Paris;PARIS 5E ARRONDISSEMENT;;Métropole du Grand Paris;75105;989;977;0;591;;0;0;;;;7;83;;746;112;31;16;;0.0;0;313606050;0;1325000.0;1325000.0;;;;;;;440000;257000;455000;710000;1213000;1348000;11965;12218;11809;12186;12384;11173;;;;;;;;;;;;;75;200054781;11;48.8444529052, 2.35070647127;"{""coordinates"": [[[2.342086, 48.838343], [2.347007, 48.837316], [2.351871, 48.836805], [2.361745, 48.839941], [2.365127, 48.844413], [2.366088, 48.844968], [2.364455, 48.846186], [2.362261, 48.847812], [2.361058, 48.848556], [2.359308, 48.849428], [2.354597, 48.850986], [2.351245, 48.851688], [2.349024, 48.852363], [2.346674, 48.853399], [2.344634, 48.854089], [2.344281, 48.853757], [2.342632, 48.850348], [2.340482, 48.84671], [2.337256, 48.840875], [2.336771, 48.840746], [2.336657, 48.839671], [2.339697, 48.838863], [2.342086, 48.838343]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;591.0;313606050.35
2015;Île-de-France;Paris;PARIS 8E ARRONDISSEMENT;;Métropole du Grand Paris;75108;1331;1309;0;465;;0;0;;5;;15;185;;848;244;25;28;;0.0;0;307544128;0;;;;;;;;;500000;216000;420000;643377;1010000;1294960;9203;8398;9932;8985;9685;8875;;;;;;;;;;;;;75;200054781;11;48.8727245351, 2.31255758205;"{""coordinates"": [[[2.327165, 48.883455], [2.31648, 48.881341], [2.308875, 48.880434], [2.298155, 48.878077], [2.295032, 48.873773], [2.295543, 48.873303], [2.297501, 48.870939], [2.298867, 48.868644], [2.299838, 48.865537], [2.299842, 48.864987], [2.300298, 48.865008], [2.301635, 48.864491], [2.301737, 48.863496], [2.318678, 48.863723], [2.320933, 48.863019], [2.323549, 48.866473], [2.325319, 48.869012], [2.325161, 48.86943], [2.325888, 48.869577], [2.326614, 48.872598], [2.32647, 48.872762], [2.326911, 48.873427], [2.327025, 48.873781], [2.326637, 48.875355], [2.326876, 48.876184], [2.327165, 48.883455]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;465.0;307544128.29
2018;Île-de-France;Paris;PARIS 16E ARRONDISSEMENT;;Métropole du Grand Paris;75116;4350;4304;21;1911;17;0;0;;11;;18;231;38;3014;922;65;79;;40306800.0;0;1240469671;0;1737800.0;1737800.0;;;;;;;526000;242000;440000;690050;960000;1503500;9773;9734;9481;9873;9744;9970;418000;418000;9000;;;;;;;;;;75;200054781;11;48.8603736497, 2.26196792396;"{""coordinates"": [[[2.295032, 48.873773], [2.279949, 48.878573], [2.27947, 48.878532], [2.277487, 48.877968], [2.258467, 48.880387], [2.25541, 48.874264], [2.254817, 48.874081], [2.246533, 48.876142], [2.245704, 48.876459], [2.24301, 48.873785], [2.241856, 48.872901], [2.240945, 48.872342], [2.239225, 48.871573], [2.235576, 48.870523], [2.233702, 48.869898], [2.231736, 48.869069], [2.230659, 48.86808], [2.228377, 48.86538], [2.227181, 48.862385], [2.22567, 48.859405], [2.224407, 48.856154], [2.224219, 48.853517], [2.226594, 48.852812], [2.23918, 48.850042], [2.23977, 48.849832], [2.240184, 48.849571], [2.242362, 48.847658], [2.250516, 48.845555], [2.252478, 48.845486], [2.251216, 48.84289], [2.251709, 48.838822], [2.255144, 48.83481], [2.262792, 48.833923], [2.266032, 48.836838], [2.276057, 48.847248], [2.278021, 48.848888], [2.287837, 48.855764], [2.288207, 48.856134], [2.288513, 48.857021], [2.289696, 48.858183], [2.292196, 48.860254], [2.29369, 48.861246], [2.294865, 48.861876], [2.296871, 48.862619], [2.298589, 48.863144], [2.299222, 48.863284], [2.301737, 48.863496], [2.301635, 48.864491], [2.300298, 48.865008], [2.299842, 48.864987], [2.299838, 48.865537], [2.298867, 48.868644], [2.297501, 48.870939], [2.295543, 48.873303], [2.295032, 48.873773]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1932.0;1280776471.29
2019;Île-de-France;Paris;PARIS 14E ARRONDISSEMENT;;Métropole du Grand Paris;75114;2248;2186;16;1306;44;0;5;;;;14;162;18;1695;268;74;31;;23007800.0;0;537686783;2832178;1200000.0;1200000.0;;;;;;;350000;223000;340415;534650;816000;1140100;9802;10175;9502;9677;10058;10663;539032;;287950;770000;;;9472;;7481;10442;;;75;200054781;11;48.8292621904, 2.3265374238;"{""coordinates"": [[[2.314146, 48.822291], [2.332461, 48.818247], [2.331898, 48.817011], [2.333711, 48.816771], [2.341684, 48.81633], [2.343013, 48.816085], [2.343903, 48.815767], [2.344129, 48.817772], [2.344592, 48.819564], [2.34373, 48.820503], [2.342485, 48.821469], [2.341797, 48.82253], [2.341461, 48.823761], [2.341796, 48.826448], [2.341592, 48.82649], [2.3416, 48.828353], [2.341356, 48.829424], [2.34125, 48.831589], [2.341072, 48.831972], [2.342086, 48.838343], [2.339697, 48.838863], [2.336657, 48.839671], [2.324642, 48.843621], [2.321531, 48.841084], [2.321472, 48.840965], [2.321837, 48.840099], [2.321394, 48.839777], [2.319877, 48.840539], [2.314831, 48.836303], [2.311855, 48.834024], [2.307135, 48.830178], [2.306932, 48.829823], [2.301315, 48.825126], [2.314146, 48.822291]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1327.0;563526761.93
2018;Île-de-France;Paris;PARIS 11E ARRONDISSEMENT;;Métropole du Grand Paris;75111;3563;3421;0;1997;117;0;36;;12;;12;255;;2691;407;125;83;;0.0;0;704238967;24579004;;;;;;;;;300000;190000;320000;502000;781488;1080000;9171;9134;9149;9257;9175;9027;681000;345000;530000;735000;1190000;;11342;12450;10787;11312;12017;;75;200054781;11;48.8590549282, 2.38002516623;"{""coordinates"": [[[2.369124, 48.853166], [2.370228, 48.853282], [2.372012, 48.85238], [2.374776, 48.851627], [2.378896, 48.850625], [2.380115, 48.850455], [2.381426, 48.850408], [2.384458, 48.850127], [2.395958, 48.848378], [2.399121, 48.848098], [2.399247, 48.84887], [2.398443, 48.851218], [2.394345, 48.85652], [2.392259, 48.85763], [2.389537, 48.858488], [2.387335, 48.86296], [2.383584, 48.866267], [2.382971, 48.867178], [2.37829, 48.870775], [2.376905, 48.872048], [2.37335, 48.870723], [2.369358, 48.869485], [2.367611, 48.868819], [2.365618, 48.868237], [2.363872, 48.867516], [2.364307, 48.867309], [2.36489, 48.86617], [2.366748, 48.863076], [2.368491, 48.855805], [2.369124, 48.853166]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2033.0;728817972.7
2014;Île-de-France;Paris;PARIS 3E ARRONDISSEMENT;;Métropole du Grand Paris;75103;812;795;0;455;;0;0;;8;;7;109;;604;64;17;18;;0.0;0;198619668;0;;;;;;;;;336000;220000;359770;600000;925000;953000;8911;9486;9044;9050;9034;7413;;;;;;;;;;;;;75;200054781;11;48.8628777616, 2.35999851631;"{""coordinates"": [[[2.368491, 48.855805], [2.366748, 48.863076], [2.36489, 48.86617], [2.364307, 48.867309], [2.363872, 48.867516], [2.36329, 48.867816], [2.356496, 48.868829], [2.354253, 48.869324], [2.350955, 48.863402], [2.350164, 48.861985], [2.3535, 48.861213], [2.356742, 48.860147], [2.359345, 48.858339], [2.361768, 48.857244], [2.364941, 48.856306], [2.368279, 48.855785], [2.368491, 48.855805]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;455.0;198619668.5
2017;Île-de-France;Paris;PARIS 12E ARRONDISSEMENT;;Métropole du Grand Paris;75112;2390;2322;0;1325;54;0;6;;;;11;111;;1875;298;72;29;;0.0;0;449169609;2404000;1180370.0;1180370.0;;;;;;;295000;185000;290000;455000;635080;841000;8105;8112;8108;8128;7956;8393;382000;350000;445000;477000;;;9732;11054;10581;6913;;;75;200054781;11;48.8349622602, 2.42138671794;"{""coordinates"": [[[2.364455, 48.846186], [2.366088, 48.844968], [2.37355, 48.839329], [2.375322, 48.837608], [2.378358, 48.835023], [2.384305, 48.830311], [2.388512, 48.826744], [2.390072, 48.825692], [2.39434, 48.827539], [2.395707, 48.827727], [2.399205, 48.828626], [2.402237, 48.82959], [2.403551, 48.829175], [2.404929, 48.828444], [2.407707, 48.82635], [2.409175, 48.825502], [2.410104, 48.825134], [2.411139, 48.824898], [2.41242, 48.824749], [2.415303, 48.824786], [2.416513, 48.824736], [2.419963, 48.82408], [2.421826, 48.824059], [2.424654, 48.824191], [2.426233, 48.824128], [2.427958, 48.8239], [2.429861, 48.823432], [2.430628, 48.823157], [2.430371, 48.822877], [2.432195, 48.82162], [2.432634, 48.821901], [2.43289, 48.821693], [2.43248, 48.821426], [2.434288, 48.820158], [2.434144, 48.819216], [2.434902, 48.819669], [2.436028, 48.819593], [2.436925, 48.819365], [2.437442, 48.819111], [2.437329, 48.818177], [2.439854, 48.818291], [2.442326, 48.817904], [2.444181, 48.817875], [2.447786, 48.817966], [2.449423, 48.817908], [2.450807, 48.817729], [2.453452, 48.817149], [2.458717, 48.817034], [2.459119, 48.816997], [2.459115, 48.817365], [2.461205, 48.818355], [2.462696, 48.81906], [2.462867, 48.820178], [2.465044, 48.824084], [2.465731, 48.826226], [2.466178, 48.827328], [2.465232, 48.827667], [2.464662, 48.827623], [2.464611, 48.828356], [2.464702, 48.829277], [2.465004, 48.83035], [2.465426, 48.83132], [2.465823, 48.83187], [2.466569, 48.832521], [2.468485, 48.833507], [2.468891, 48.833797], [2.469496, 48.834471], [2.469724, 48.835195], [2.469851, 48.836399], [2.469662, 48.836788], [2.467319, 48.839099], [2.466164, 48.840423], [2.465259, 48.841174], [2.463741, 48.842023], [2.461794, 48.842731], [2.459873, 48.843181], [2.457844, 48.84355], [2.447853, 48.844863], [2.446497, 48.844968], [2.446646, 48.845802], [2.440758, 48.845964], [2.44052, 48.84444], [2.437958, 48.844664], [2.437184, 48.840893], [2.433578, 48.841204], [2.433545, 48.841046], [2.427575, 48.841571], [2.42492, 48.841808], [2.424347, 48.84195], [2.423948, 48.842196], [2.423492, 48.842656], [2.422435, 48.844058], [2.421848, 48.844437], [2.41986, 48.843456], [2.419849, 48.843102], [2.41939, 48.842577], [2.419358, 48.842322], [2.419539, 48.841449], [2.420394, 48.84044], [2.42093, 48.839329], [2.421586, 48.836756], [2.422139, 48.835798], [2.417338, 48.834189], [2.415968, 48.833864], [2.413921, 48.833712], [2.412587, 48.833779], [2.411472, 48.833929], [2.412246, 48.834539], [2.412852, 48.836217], [2.415664, 48.844996], [2.415971, 48.846623], [2.399121, 48.848098], [2.395958, 48.848378], [2.384458, 48.850127], [2.381426, 48.850408], [2.380115, 48.850455], [2.378896, 48.850625], [2.374776, 48.851627], [2.372012, 48.85238], [2.370228, 48.853282], [2.369124, 48.853166], [2.366444, 48.84731], [2.364455, 48.846186]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1331.0;451573609.22
2016;Île-de-France;Paris;PARIS 10E ARRONDISSEMENT;;Métropole du Grand Paris;75110;1986;1959;0;1180;18;0;0;;6;;;180;;1498;194;75;39;;0.0;0;404767908;0;;;;;;;;;290100;149000;279800;460000;610000;780000;7535;7414;7687;7640;7346;7235;;;;;;;;;;;;;75;200054781;11;48.8761291584, 2.36071515618;"{""coordinates"": [[[2.364714, 48.884366], [2.358943, 48.884406], [2.349465, 48.883725], [2.3496, 48.88348], [2.349853, 48.880643], [2.3493, 48.879103], [2.349135, 48.877529], [2.348352, 48.876083], [2.34816, 48.875484], [2.347901, 48.874019], [2.347918, 48.870688], [2.354253, 48.869324], [2.356496, 48.868829], [2.36329, 48.867816], [2.363872, 48.867516], [2.365618, 48.868237], [2.367611, 48.868819], [2.369358, 48.869485], [2.37335, 48.870723], [2.376905, 48.872048], [2.37029, 48.877991], [2.370228, 48.882467], [2.370033, 48.88284], [2.369301, 48.883313], [2.368828, 48.883873], [2.368499, 48.884065], [2.367978, 48.884156], [2.364714, 48.884366]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1180.0;404767908.52
2015;Île-de-France;Paris;PARIS 19E ARRONDISSEMENT;;Métropole du Grand Paris;75119;2243;2010;21;1080;219;0;56;;5;;7;57;26;1768;185;169;31;7;27792950.0;0;276386797;16108234;955000.0;953500.0;9187600.0;;;;;;228000;150000;230000;362500;503000;489000;6352;6290;6426;6537;6116;5177;255000;216000;350000;621000;;;8135;8693;7882;8280;;;75;200054781;11;48.8870514819, 2.38482214749;"{""coordinates"": [[[2.376905, 48.872048], [2.377637, 48.872301], [2.379834, 48.872856], [2.382671, 48.87341], [2.384961, 48.873755], [2.386813, 48.874601], [2.388497, 48.874765], [2.389645, 48.875303], [2.390457, 48.875439], [2.392262, 48.875463], [2.395251, 48.875248], [2.398966, 48.875491], [2.402553, 48.875996], [2.406163, 48.877055], [2.406853, 48.877183], [2.409924, 48.878207], [2.41082, 48.878436], [2.40936, 48.880256], [2.404576, 48.881269], [2.401507, 48.882631], [2.400107, 48.883821], [2.399252, 48.885362], [2.399136, 48.888532], [2.398942, 48.889532], [2.398236, 48.89264], [2.397668, 48.894606], [2.395611, 48.89817], [2.390837, 48.900907], [2.389332, 48.901161], [2.38453, 48.902148], [2.370302, 48.901848], [2.37017, 48.901556], [2.370335, 48.900943], [2.370253, 48.900259], [2.37042, 48.896659], [2.371176, 48.895994], [2.371267, 48.895798], [2.371792, 48.895393], [2.370639, 48.894704], [2.370035, 48.894005], [2.368739, 48.891029], [2.367561, 48.888624], [2.366763, 48.886644], [2.364714, 48.884366], [2.367978, 48.884156], [2.368499, 48.884065], [2.368828, 48.883873], [2.369301, 48.883313], [2.370033, 48.88284], [2.370228, 48.882467], [2.37029, 48.877991], [2.376905, 48.872048]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;1157.0;320287982.16
2019;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;483;475;0;264;;0;0;;;;;84;;337;27;9;26;;0.0;0;163981396;0;;;;;;;;;400000;250000;487950;945264;1140000;1785000;12949;11522;12870;12526;13206;15233;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;264.0;163981396.62
2017;Île-de-France;Paris;PARIS 11E ARRONDISSEMENT;;Métropole du Grand Paris;75111;3439;3379;0;2005;33;0;0;;16;;11;221;;2721;363;88;46;;0.0;0;673305403;0;;;;;;;;;286000;175000;300300;492020;778000;900000;8629;8550;8659;8807;8771;7388;770000;;;770000;;;;;;;;;75;200054781;11;48.8590549282, 2.38002516623;"{""coordinates"": [[[2.369124, 48.853166], [2.370228, 48.853282], [2.372012, 48.85238], [2.374776, 48.851627], [2.378896, 48.850625], [2.380115, 48.850455], [2.381426, 48.850408], [2.384458, 48.850127], [2.395958, 48.848378], [2.399121, 48.848098], [2.399247, 48.84887], [2.398443, 48.851218], [2.394345, 48.85652], [2.392259, 48.85763], [2.389537, 48.858488], [2.387335, 48.86296], [2.383584, 48.866267], [2.382971, 48.867178], [2.37829, 48.870775], [2.376905, 48.872048], [2.37335, 48.870723], [2.369358, 48.869485], [2.367611, 48.868819], [2.365618, 48.868237], [2.363872, 48.867516], [2.364307, 48.867309], [2.36489, 48.86617], [2.366748, 48.863076], [2.368491, 48.855805], [2.369124, 48.853166]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;2005.0;673305403.32
2014;Île-de-France;Paris;PARIS 2E ARRONDISSEMENT;;Métropole du Grand Paris;75102;596;586;0;331;;0;0;;8;;;106;;411;35;16;28;;0.0;0;126091725;0;;;;;;;;;313285;176000;360000;510000;800000;1017500;8619;8177;9230;8119;8815;8691;;;;;;;;;;;;;75;200054781;11;48.8682666326, 2.34278512518;"{""coordinates"": [[[2.354253, 48.869324], [2.347918, 48.870688], [2.340041, 48.871972], [2.327999, 48.869921], [2.330107, 48.868409], [2.330426, 48.86826], [2.350955, 48.863402], [2.354253, 48.869324]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;331.0;126091725.84
2018;Île-de-France;Paris;PARIS 1ER ARRONDISSEMENT;;Métropole du Grand Paris;75101;504;499;0;298;;0;0;;;;;71;;376;24;13;19;;0.0;0;141676265;0;;;;;;;;;377000;244100;422000;670000;950000;1275000;10609;10937;10751;10072;10437;11202;;;;;;;;;;;;;75;200054781;11;48.8625504754, 2.33641799709;"{""coordinates"": [[[2.320933, 48.863019], [2.32798, 48.860821], [2.331212, 48.859679], [2.332916, 48.859335], [2.337672, 48.858311], [2.340567, 48.856675], [2.341368, 48.856128], [2.342506, 48.855104], [2.34293, 48.854833], [2.344634, 48.854089], [2.345876, 48.855306], [2.347115, 48.857241], [2.347574, 48.857359], [2.350164, 48.861985], [2.350955, 48.863402], [2.330426, 48.86826], [2.330107, 48.868409], [2.327999, 48.869921], [2.325888, 48.869577], [2.325161, 48.86943], [2.325319, 48.869012], [2.323549, 48.866473], [2.320933, 48.863019]]], ""type"": ""Polygon""}";;75056;Paris;2175601.0;1140772.0;1386846.10496083;298.0;141676265.33
